Label,Frame Index,Time Stamp,Confidence
bird,24197,806.57,0.74
bird,24198,806.60,0.75
bird,24199,806.63,0.78
bird,24200,806.67,0.73
bird,24201,806.70,0.77
bird,24202,806.73,0.79
bird,24203,806.77,0.80
bird,24204,806.80,0.80
bird,24205,806.83,0.77
bird,24206,806.87,0.75
bird,24207,806.90,0.74
bird,24208,806.93,0.71
bird,24209,806.97,0.68
bird,24210,807.00,0.73
bird,24211,807.03,0.76
bird,24212,807.07,0.79
bird,24213,807.10,0.82
bird,24214,807.13,0.77
bird,24215,807.17,0.77
bird,24216,807.20,0.75
bird,24217,807.23,0.73
bird,24218,807.27,0.76
bird,24219,807.30,0.75
bird,24220,807.33,0.82
bird,24221,807.37,0.81
bird,24222,807.40,0.77
bird,24223,807.43,0.84
bird,24224,807.47,0.74
bird,24225,807.50,0.75
bird,24226,807.53,0.76
bird,24227,807.57,0.70
bird,24228,807.60,0.77
bird,24229,807.63,0.79
bird,24230,807.67,0.75
bird,24231,807.70,0.78
bird,24232,807.73,0.81
bird,24233,807.77,0.81
bird,24234,807.80,0.81
bird,24235,807.83,0.77
bird,24236,807.87,0.75
bird,24237,807.90,0.75
bird,24238,807.93,0.76
bird,24239,807.97,0.79
bird,24240,808.00,0.80
bird,24241,808.03,0.79
bird,24242,808.07,0.75
bird,24243,808.10,0.75
bird,24244,808.13,0.78
bird,24245,808.17,0.73
bird,24246,808.20,0.78
bird,24247,808.23,0.74
bird,24248,808.27,0.76
bird,24249,808.30,0.79
bird,24250,808.33,0.78
bird,24251,808.37,0.78
bird,24252,808.40,0.76
bird,24253,808.43,0.78
bird,24254,808.47,0.77
bird,24255,808.50,0.75
bird,24256,808.53,0.78
bird,24257,808.57,0.75
bird,24258,808.60,0.76
bird,24259,808.63,0.78
bird,24260,808.67,0.83
bird,24261,808.70,0.79
bird,24262,808.73,0.81
bird,24263,808.77,0.80
bird,24264,808.80,0.73
bird,24265,808.83,0.82
bird,24266,808.87,0.71
bird,24267,808.90,0.74
bird,24268,808.93,0.76
bird,24269,808.97,0.75
bird,24270,809.00,0.81
bird,24271,809.03,0.76
bird,24272,809.07,0.71
bird,24273,809.10,0.71
bird,24274,809.13,0.73
bird,24275,809.17,0.74
bird,24276,809.20,0.71
bird,24277,809.23,0.72
bird,24278,809.27,0.75
bird,24279,809.30,0.76
bird,24280,809.33,0.78
bird,24281,809.37,0.73
bird,24282,809.40,0.77
bird,24283,809.43,0.72
bird,24284,809.47,0.70
bird,24285,809.50,0.73
bird,24286,809.53,0.75
bird,24287,809.57,0.76
bird,24288,809.60,0.71
bird,24289,809.63,0.69
bird,24290,809.67,0.70
bird,24291,809.70,0.73
bird,24292,809.73,0.70
bird,24293,809.77,0.74
bird,24294,809.80,0.74
bird,24295,809.83,0.75
bird,24296,809.87,0.77
bird,24297,809.90,0.79
bird,24298,809.93,0.76
bird,24299,809.97,0.73
bird,24300,810.00,0.75
bird,24301,810.03,0.75
bird,24302,810.07,0.78
bird,24303,810.10,0.73
bird,24304,810.13,0.78
bird,24305,810.17,0.76
bird,24306,810.20,0.75
bird,24307,810.23,0.73
bird,24308,810.27,0.79
bird,24309,810.30,0.72
bird,24310,810.33,0.74
bird,24311,810.37,0.72
bird,24312,810.40,0.67
bird,24313,810.43,0.68
bird,24314,810.47,0.75
bird,24315,810.50,0.74
bird,24316,810.53,0.72
bird,24317,810.57,0.75
bird,24318,810.60,0.77
bird,24319,810.63,0.77
bird,24320,810.67,0.75
bird,24321,810.70,0.76
bird,24322,810.73,0.78
bird,24323,810.77,0.77
bird,24324,810.80,0.78
bird,24325,810.83,0.81
bird,24326,810.87,0.77
bird,24327,810.90,0.77
bird,24328,810.93,0.77
bird,24329,810.97,0.80
bird,24330,811.00,0.81
bird,24331,811.03,0.81
bird,24332,811.07,0.79
bird,24333,811.10,0.74
bird,24334,811.13,0.69
bird,24335,811.17,0.72
bird,24336,811.20,0.69
bird,24337,811.23,0.74
bird,24338,811.27,0.76
bird,24339,811.30,0.77
bird,24340,811.33,0.74
bird,24341,811.37,0.73
bird,24342,811.40,0.68
bird,24343,811.43,0.69
bird,24344,811.47,0.77
bird,24345,811.50,0.70
bird,24346,811.53,0.67
bird,24347,811.57,0.71
bird,24348,811.60,0.72
bird,24349,811.63,0.77
bird,24350,811.67,0.77
bird,24351,811.70,0.80
bird,24352,811.73,0.79
bird,24353,811.77,0.74
bird,24354,811.80,0.71
bird,24355,811.83,0.81
bird,24356,811.87,0.78
bird,24357,811.90,0.79
bird,24358,811.93,0.77
bird,24359,811.97,0.82
bird,24360,812.00,0.81
bird,24361,812.03,0.77
bird,24362,812.07,0.81
bird,24363,812.10,0.79
bird,24364,812.13,0.78
bird,24365,812.17,0.79
bird,24366,812.20,0.82
bird,24367,812.23,0.81
bird,24368,812.27,0.78
bird,24369,812.30,0.74
bird,24370,812.33,0.73
bird,24371,812.37,0.69
bird,24372,812.40,0.75
bird,24373,812.43,0.75
bird,24374,812.47,0.80
bird,24375,812.50,0.78
bird,24376,812.53,0.81
bird,24377,812.57,0.75
bird,24378,812.60,0.73
bird,24379,812.63,0.74
bird,24380,812.67,0.81
bird,24381,812.70,0.81
bird,24382,812.73,0.80
bird,24383,812.77,0.74
bird,24384,812.80,0.74
bird,24385,812.83,0.82
bird,24386,812.87,0.80
bird,24387,812.90,0.79
bird,24388,812.93,0.79
bird,24389,812.97,0.83
bird,24390,813.00,0.77
bird,24391,813.03,0.79
bird,24392,813.07,0.77
bird,24393,813.10,0.74
bird,24394,813.13,0.76
bird,24395,813.17,0.75
bird,24396,813.20,0.76
bird,24397,813.23,0.74
bird,24398,813.27,0.75
bird,24399,813.30,0.75
bird,24400,813.33,0.78
bird,24401,813.37,0.73
bird,24402,813.40,0.77
bird,24403,813.43,0.78
bird,24404,813.47,0.83
bird,24405,813.50,0.81
bird,24406,813.53,0.82
bird,24407,813.57,0.76
bird,24408,813.60,0.81
bird,24409,813.63,0.79
bird,24410,813.67,0.82
bird,24411,813.70,0.81
bird,24412,813.73,0.82
bird,24413,813.77,0.85
bird,24414,813.80,0.84
bird,24415,813.83,0.85
bird,24416,813.87,0.84
bird,24417,813.90,0.84
bird,24418,813.93,0.84
bird,24419,813.97,0.86
bird,24420,814.00,0.79
bird,24421,814.03,0.81
bird,24422,814.07,0.82
bird,24423,814.10,0.82
bird,24424,814.13,0.81
bird,24425,814.17,0.83
bird,24426,814.20,0.83
bird,24427,814.23,0.81
bird,24428,814.27,0.84
bird,24429,814.30,0.82
bird,24430,814.33,0.82
bird,24431,814.37,0.82
bird,24432,814.40,0.81
bird,24433,814.43,0.76
bird,24434,814.47,0.78
bird,24435,814.50,0.85
bird,24436,814.53,0.84
bird,24437,814.57,0.85
bird,24438,814.60,0.84
bird,24439,814.63,0.80
bird,24440,814.67,0.84
bird,24441,814.70,0.80
bird,24442,814.73,0.78
bird,24443,814.77,0.79
bird,24444,814.80,0.81
bird,24445,814.83,0.80
bird,24446,814.87,0.79
bird,24447,814.90,0.76
bird,24448,814.93,0.73
bird,24449,814.97,0.82
bird,24450,815.00,0.79
bird,24451,815.03,0.78
bird,24452,815.07,0.75
bird,24453,815.10,0.79
bird,24454,815.13,0.77
bird,24455,815.17,0.73
bird,24456,815.20,0.74
bird,24457,815.23,0.76
bird,24458,815.27,0.77
bird,24459,815.30,0.76
bird,24460,815.33,0.78
bird,24461,815.37,0.76
bird,24462,815.40,0.78
bird,24463,815.43,0.74
bird,24464,815.47,0.80
bird,24465,815.50,0.81
bird,24466,815.53,0.74
bird,24467,815.57,0.75
bird,24468,815.60,0.73
bird,24469,815.63,0.76
bird,24470,815.67,0.69
bird,24471,815.70,0.72
bird,24472,815.73,0.73
bird,24473,815.77,0.76
bird,24474,815.80,0.77
bird,24475,815.83,0.77
bird,24476,815.87,0.79
bird,24477,815.90,0.79
bird,24478,815.93,0.81
bird,24479,815.97,0.80
bird,24480,816.00,0.79
bird,24481,816.03,0.77
bird,24482,816.07,0.80
bird,24483,816.10,0.79
bird,24484,816.13,0.77
bird,24485,816.17,0.76
bird,24486,816.20,0.78
bird,24487,816.23,0.76
bird,24488,816.27,0.78
bird,24489,816.30,0.78
bird,24490,816.33,0.77
bird,24491,816.37,0.77
bird,24492,816.40,0.76
bird,24493,816.43,0.75
bird,24494,816.47,0.76
bird,24495,816.50,0.76
bird,24496,816.53,0.78
bird,24497,816.57,0.75
bird,24498,816.60,0.73
bird,24499,816.63,0.76
bird,24500,816.67,0.75
bird,24501,816.70,0.78
bird,24502,816.73,0.77
bird,24503,816.77,0.78
bird,24504,816.80,0.78
bird,24505,816.83,0.79
bird,24506,816.87,0.81
bird,24507,816.90,0.81
bird,24508,816.93,0.79
bird,24509,816.97,0.75
bird,24510,817.00,0.77
bird,24511,817.03,0.79
bird,24512,817.07,0.73
bird,24513,817.10,0.72
bird,24514,817.13,0.77
bird,24515,817.17,0.78
bird,24516,817.20,0.82
bird,24517,817.23,0.84
bird,24518,817.27,0.81
bird,24519,817.30,0.76
bird,24520,817.33,0.74
bird,24521,817.37,0.71
bird,24522,817.40,0.71
bird,24523,817.43,0.72
bird,24524,817.47,0.74
bird,24525,817.50,0.72
bird,24526,817.53,0.66
bird,24527,817.57,0.63
bird,24528,817.60,0.58
bird,24529,817.63,0.61
bird,24530,817.67,0.59
bird,24531,817.70,0.64
bird,24532,817.73,0.56
bird,24533,817.77,0.62
bird,24534,817.80,0.69
bird,24535,817.83,0.69
bird,24536,817.87,0.70
bird,24537,817.90,0.73
bird,24538,817.93,0.71
bird,24539,817.97,0.71
bird,24540,818.00,0.69
bird,24541,818.03,0.71
bird,24542,818.07,0.74
bird,24543,818.10,0.82
bird,24544,818.13,0.77
bird,24545,818.17,0.73
bird,24546,818.20,0.68
bird,24547,818.23,0.67
bird,24548,818.27,0.71
bird,24549,818.30,0.71
bird,24550,818.33,0.71
bird,24551,818.37,0.76
bird,24552,818.40,0.75
bird,24553,818.43,0.77
bird,24554,818.47,0.77
bird,24555,818.50,0.74
bird,24556,818.53,0.65
bird,24557,818.57,0.73
bird,24558,818.60,0.80
bird,24559,818.63,0.79
bird,24560,818.67,0.76
bird,24561,818.70,0.78
bird,24562,818.73,0.75
bird,24563,818.77,0.75
bird,24564,818.80,0.79
bird,24565,818.83,0.80
bird,24566,818.87,0.81
bird,24567,818.90,0.81
bird,24568,818.93,0.80
bird,24569,818.97,0.81
bird,24570,819.00,0.81
bird,24571,819.03,0.79
bird,24572,819.07,0.82
bird,24573,819.10,0.81
bird,24574,819.13,0.81
bird,24575,819.17,0.81
bird,24576,819.20,0.79
bird,24577,819.23,0.78
bird,24578,819.27,0.76
bird,24579,819.30,0.75
bird,24580,819.33,0.76
bird,25790,859.67,0.27
bird,25793,859.77,0.29
bird,25794,859.80,0.56
bird,25795,859.83,0.45
bird,25810,860.33,0.29
bird,25811,860.37,0.51
bird,25815,860.50,0.80
bird,25816,860.53,0.61
bird,25817,860.57,0.64
bird,25822,860.73,0.73
bird,26027,867.57,0.45
bird,26028,867.60,0.46
bird,26030,867.67,0.38
bird,26036,867.87,0.31
bird,26038,867.93,0.44
bird,26041,868.03,0.50
bird,26042,868.07,0.41
bird,26043,868.10,0.37
bird,26044,868.13,0.36
bird,26045,868.17,0.63
bird,26046,868.20,0.65
bird,26047,868.23,0.47
bird,26050,868.33,0.31
bird,26165,872.17,0.37
bird,26166,872.20,0.38
bird,26167,872.23,0.39
bird,26168,872.27,0.42
bird,26169,872.30,0.40
bird,26170,872.33,0.52
bird,26171,872.37,0.54
bird,26172,872.40,0.55
bird,26173,872.43,0.41
bird,26177,872.57,0.34
bird,26178,872.60,0.34
bird,26179,872.63,0.34
bird,26181,872.70,0.38
bird,26182,872.73,0.36
bird,26183,872.77,0.54
bird,26184,872.80,0.56
bird,26185,872.83,0.56
bird,26186,872.87,0.41
bird,26187,872.90,0.38
bird,26188,872.93,0.38
bird,26189,872.97,0.40
bird,26190,873.00,0.40
bird,26191,873.03,0.42
bird,26192,873.07,0.38
bird,26193,873.10,0.36
bird,26194,873.13,0.35
bird,26196,873.20,0.25
bird,26197,873.23,0.38
bird,26198,873.27,0.42
bird,26199,873.30,0.38
bird,26200,873.33,0.36
bird,26220,874.00,0.52
bird,26221,874.03,0.56
bird,26222,874.07,0.62
bird,26223,874.10,0.58
bird,26224,874.13,0.56
bird,26259,875.30,0.42
bird,26260,875.33,0.43
bird,26261,875.37,0.38
bird,26262,875.40,0.37
bird,26263,875.43,0.38
bird,26265,875.50,0.36
bird,26266,875.53,0.35
bird,26269,875.63,0.40
bird,26270,875.67,0.52
bird,26271,875.70,0.53
bird,26272,875.73,0.49
bird,26273,875.77,0.51
bird,26274,875.80,0.45
bird,26275,875.83,0.42
bird,26335,877.83,0.52
bird,26335,877.83,0.35
bird,26336,877.87,0.46
bird,26336,877.87,0.30
bird,26337,877.90,0.46
bird,26338,877.93,0.46
bird,26339,877.97,0.40
bird,26339,877.97,0.30
bird,26340,878.00,0.37
bird,26340,878.00,0.30
bird,26341,878.03,0.33
bird,26424,880.80,0.36
bird,26425,880.83,0.32
bird,26429,880.97,0.39
bird,26430,881.00,0.26
bird,26442,881.40,0.25
bird,26444,881.47,0.32
bird,26444,881.47,0.26
bird,26444,881.47,0.25
bird,26786,892.87,0.37
bird,27255,908.50,0.44
bird,27256,908.53,0.73
bird,27316,910.53,0.39
bird,27324,910.80,0.58
bird,27324,910.80,0.47
bird,27328,910.93,0.69
bird,27328,910.93,0.69
bird,27329,910.97,0.42
bird,27329,910.97,0.36
bird,27330,911.00,0.37
bird,27334,911.13,0.33
bird,27335,911.17,0.73
bird,27335,911.17,0.61
bird,27336,911.20,0.69
bird,27336,911.20,0.69
bird,27337,911.23,0.50
bird,27338,911.27,0.54
bird,27338,911.27,0.27
bird,27339,911.30,0.59
bird,27339,911.30,0.57
bird,27340,911.33,0.55
bird,27340,911.33,0.40
bird,27341,911.37,0.61
bird,27341,911.37,0.44
bird,27342,911.40,0.77
bird,27342,911.40,0.58
bird,27355,911.83,0.36
bird,27366,912.20,0.36
bird,27367,912.23,0.57
bird,27387,912.90,0.28
bird,27389,912.97,0.51
bird,27392,913.07,0.27
bird,27393,913.10,0.57
bird,27394,913.13,0.81
bird,27400,913.33,0.58
bird,27430,914.33,0.32
bird,27693,923.10,0.88
bird,27693,923.10,0.75
bird,27694,923.13,0.87
bird,27694,923.13,0.71
bird,27694,923.13,0.31
bird,27695,923.17,0.85
bird,27695,923.17,0.76
bird,27696,923.20,0.84
bird,27696,923.20,0.73
bird,27697,923.23,0.83
bird,27697,923.23,0.75
bird,27698,923.27,0.83
bird,27698,923.27,0.78
bird,27698,923.27,0.45
bird,27699,923.30,0.84
bird,27699,923.30,0.79
bird,27699,923.30,0.61
bird,27700,923.33,0.85
bird,27700,923.33,0.82
bird,27700,923.33,0.72
bird,27701,923.37,0.82
bird,27701,923.37,0.80
bird,27701,923.37,0.66
bird,27702,923.40,0.71
bird,27702,923.40,0.66
bird,27702,923.40,0.46
bird,27702,923.40,0.44
bird,27703,923.43,0.60
bird,27703,923.43,0.56
bird,27703,923.43,0.52
bird,27703,923.43,0.35
bird,27704,923.47,0.59
bird,27704,923.47,0.53
bird,27704,923.47,0.43
bird,27704,923.47,0.34
bird,27704,923.47,0.28
bird,27705,923.50,0.75
bird,27705,923.50,0.75
bird,27705,923.50,0.71
bird,27705,923.50,0.55
bird,27706,923.53,0.77
bird,27706,923.53,0.74
bird,27706,923.53,0.74
bird,27706,923.53,0.59
bird,27707,923.57,0.78
bird,27707,923.57,0.77
bird,27707,923.57,0.64
bird,27707,923.57,0.64
bird,27708,923.60,0.70
bird,27708,923.60,0.58
bird,27708,923.60,0.56
bird,27708,923.60,0.45
bird,27709,923.63,0.72
bird,27709,923.63,0.50
bird,27709,923.63,0.44
bird,27710,923.67,0.66
bird,27710,923.67,0.65
bird,27710,923.67,0.52
bird,27710,923.67,0.50
bird,27711,923.70,0.62
bird,27711,923.70,0.62
bird,27711,923.70,0.37
bird,27711,923.70,0.36
bird,27712,923.73,0.74
bird,27712,923.73,0.72
bird,27712,923.73,0.71
bird,27712,923.73,0.42
bird,27712,923.73,0.30
bird,27713,923.77,0.76
bird,27713,923.77,0.74
bird,27713,923.77,0.68
bird,27713,923.77,0.58
bird,27714,923.80,0.65
bird,27714,923.80,0.57
bird,27714,923.80,0.54
bird,27714,923.80,0.48
bird,27715,923.83,0.70
bird,27715,923.83,0.66
bird,27715,923.83,0.66
bird,27715,923.83,0.41
bird,27716,923.87,0.70
bird,27716,923.87,0.70
bird,27716,923.87,0.46
bird,27716,923.87,0.44
bird,27717,923.90,0.69
bird,27717,923.90,0.66
bird,27717,923.90,0.58
bird,27717,923.90,0.39
bird,27718,923.93,0.74
bird,27718,923.93,0.71
bird,27718,923.93,0.59
bird,27718,923.93,0.55
bird,27719,923.97,0.71
bird,27719,923.97,0.57
bird,27719,923.97,0.56
bird,27720,924.00,0.70
bird,27720,924.00,0.56
bird,27720,924.00,0.41
bird,27721,924.03,0.64
bird,27721,924.03,0.63
bird,27721,924.03,0.51
bird,27722,924.07,0.73
bird,27722,924.07,0.58
bird,27722,924.07,0.51
bird,27723,924.10,0.76
bird,27723,924.10,0.70
bird,27723,924.10,0.67
bird,27724,924.13,0.71
bird,27724,924.13,0.70
bird,27724,924.13,0.55
bird,27725,924.17,0.75
bird,27725,924.17,0.74
bird,27725,924.17,0.57
bird,27726,924.20,0.67
bird,27726,924.20,0.57
bird,27726,924.20,0.28
bird,27727,924.23,0.34
bird,27728,924.27,0.36
bird,27729,924.30,0.46
bird,27730,924.33,0.36
bird,27730,924.33,0.32
bird,27731,924.37,0.41
bird,27731,924.37,0.31
bird,27732,924.40,0.47
bird,27732,924.40,0.46
bird,27733,924.43,0.44
bird,27734,924.47,0.45
bird,27735,924.50,0.54
bird,27735,924.50,0.52
bird,27735,924.50,0.42
bird,27735,924.50,0.41
bird,27736,924.53,0.69
bird,27736,924.53,0.56
bird,27736,924.53,0.48
bird,27736,924.53,0.27
bird,27737,924.57,0.76
bird,27737,924.57,0.53
bird,27737,924.57,0.39
bird,27738,924.60,0.74
bird,27738,924.60,0.61
bird,27738,924.60,0.54
bird,27738,924.60,0.36
bird,27738,924.60,0.27
bird,27739,924.63,0.85
bird,27739,924.63,0.51
bird,27739,924.63,0.45
bird,27739,924.63,0.31
bird,27740,924.67,0.87
bird,27740,924.67,0.66
bird,27740,924.67,0.63
bird,27740,924.67,0.55
bird,27741,924.70,0.85
bird,27741,924.70,0.79
bird,27741,924.70,0.71
bird,27741,924.70,0.48
bird,27741,924.70,0.28
bird,27742,924.73,0.77
bird,27742,924.73,0.76
bird,27742,924.73,0.71
bird,27742,924.73,0.65
bird,27743,924.77,0.83
bird,27743,924.77,0.74
bird,27743,924.77,0.74
bird,27743,924.77,0.56
bird,27744,924.80,0.79
bird,27744,924.80,0.76
bird,27744,924.80,0.72
bird,27744,924.80,0.66
bird,27745,924.83,0.86
bird,27745,924.83,0.81
bird,27745,924.83,0.80
bird,27745,924.83,0.71
bird,27746,924.87,0.86
bird,27746,924.87,0.79
bird,27746,924.87,0.75
bird,27746,924.87,0.71
bird,27747,924.90,0.82
bird,27747,924.90,0.76
bird,27747,924.90,0.76
bird,27747,924.90,0.72
bird,27748,924.93,0.71
bird,27748,924.93,0.61
bird,27748,924.93,0.57
bird,27748,924.93,0.53
bird,27749,924.97,0.84
bird,27749,924.97,0.77
bird,27749,924.97,0.33
bird,27749,924.97,0.26
bird,27750,925.00,0.89
bird,27750,925.00,0.81
bird,27750,925.00,0.46
bird,27750,925.00,0.44
bird,27751,925.03,0.86
bird,27751,925.03,0.46
bird,27752,925.07,0.83
bird,27752,925.07,0.53
bird,27753,925.10,0.55
bird,27754,925.13,0.63
bird,27754,925.13,0.47
bird,27755,925.17,0.57
bird,27755,925.17,0.49
bird,27755,925.17,0.38
bird,27756,925.20,0.66
bird,27756,925.20,0.52
bird,27757,925.23,0.87
bird,27757,925.23,0.70
bird,27757,925.23,0.56
bird,27757,925.23,0.37
bird,27758,925.27,0.86
bird,27758,925.27,0.77
bird,27758,925.27,0.77
bird,27758,925.27,0.64
bird,27759,925.30,0.90
bird,27759,925.30,0.73
bird,27759,925.30,0.72
bird,27759,925.30,0.62
bird,27760,925.33,0.89
bird,27760,925.33,0.70
bird,27760,925.33,0.69
bird,27760,925.33,0.62
bird,27761,925.37,0.91
bird,27761,925.37,0.78
bird,27761,925.37,0.75
bird,27761,925.37,0.73
bird,27762,925.40,0.90
bird,27762,925.40,0.69
bird,27762,925.40,0.65
bird,27762,925.40,0.62
bird,27763,925.43,0.86
bird,27763,925.43,0.67
bird,27763,925.43,0.66
bird,27763,925.43,0.59
bird,27764,925.47,0.88
bird,27764,925.47,0.66
bird,27764,925.47,0.63
bird,27764,925.47,0.58
bird,27765,925.50,0.88
bird,27765,925.50,0.65
bird,27765,925.50,0.44
bird,27765,925.50,0.41
bird,27766,925.53,0.88
bird,27766,925.53,0.78
bird,27766,925.53,0.78
bird,27766,925.53,0.72
bird,27767,925.57,0.88
bird,27767,925.57,0.77
bird,27767,925.57,0.76
bird,27767,925.57,0.72
bird,27768,925.60,0.86
bird,27768,925.60,0.75
bird,27768,925.60,0.70
bird,27768,925.60,0.48
bird,27769,925.63,0.77
bird,27769,925.63,0.73
bird,27769,925.63,0.61
bird,27769,925.63,0.32
bird,27769,925.63,0.31
bird,27770,925.67,0.74
bird,27770,925.67,0.62
bird,27770,925.67,0.56
bird,27770,925.67,0.40
bird,27771,925.70,0.75
bird,27771,925.70,0.68
bird,27771,925.70,0.66
bird,27771,925.70,0.40
bird,27772,925.73,0.63
bird,27772,925.73,0.57
bird,27772,925.73,0.53
bird,27772,925.73,0.52
bird,27773,925.77,0.77
bird,27773,925.77,0.75
bird,27773,925.77,0.67
bird,27773,925.77,0.44
bird,27774,925.80,0.84
bird,27774,925.80,0.80
bird,27774,925.80,0.70
bird,27774,925.80,0.35
bird,27775,925.83,0.83
bird,27775,925.83,0.80
bird,27775,925.83,0.69
bird,27775,925.83,0.37
bird,27776,925.87,0.66
bird,27776,925.87,0.49
bird,27776,925.87,0.48
bird,27776,925.87,0.29
bird,27777,925.90,0.84
bird,27777,925.90,0.58
bird,27777,925.90,0.38
bird,27777,925.90,0.36
bird,27778,925.93,0.82
bird,27778,925.93,0.72
bird,27778,925.93,0.54
bird,27779,925.97,0.81
bird,27779,925.97,0.77
bird,27779,925.97,0.70
bird,27779,925.97,0.42
bird,27780,926.00,0.80
bird,27780,926.00,0.77
bird,27780,926.00,0.75
bird,27780,926.00,0.33
bird,27781,926.03,0.85
bird,27781,926.03,0.76
bird,27781,926.03,0.72
bird,27781,926.03,0.61
bird,27782,926.07,0.84
bird,27782,926.07,0.67
bird,27782,926.07,0.67
bird,27782,926.07,0.26
bird,27783,926.10,0.68
bird,27783,926.10,0.63
bird,27783,926.10,0.60
bird,27783,926.10,0.32
bird,27784,926.13,0.86
bird,27784,926.13,0.78
bird,27784,926.13,0.71
bird,27784,926.13,0.55
bird,27785,926.17,0.84
bird,27785,926.17,0.73
bird,27785,926.17,0.61
bird,27785,926.17,0.43
bird,27786,926.20,0.87
bird,27786,926.20,0.74
bird,27786,926.20,0.58
bird,27787,926.23,0.85
bird,27787,926.23,0.67
bird,27787,926.23,0.45
bird,27787,926.23,0.35
bird,27788,926.27,0.89
bird,27788,926.27,0.76
bird,27788,926.27,0.50
bird,27788,926.27,0.31
bird,27789,926.30,0.88
bird,27789,926.30,0.65
bird,27789,926.30,0.56
bird,27789,926.30,0.56
bird,27790,926.33,0.89
bird,27790,926.33,0.73
bird,27790,926.33,0.60
bird,27790,926.33,0.60
bird,27791,926.37,0.89
bird,27791,926.37,0.78
bird,27791,926.37,0.50
bird,27791,926.37,0.50
bird,27792,926.40,0.89
bird,27792,926.40,0.78
bird,27792,926.40,0.53
bird,27792,926.40,0.49
bird,27793,926.43,0.89
bird,27793,926.43,0.82
bird,27793,926.43,0.61
bird,27793,926.43,0.45
bird,27794,926.47,0.88
bird,27794,926.47,0.81
bird,27794,926.47,0.71
bird,27794,926.47,0.52
bird,27795,926.50,0.86
bird,27795,926.50,0.68
bird,27795,926.50,0.57
bird,27795,926.50,0.51
bird,27796,926.53,0.88
bird,27796,926.53,0.75
bird,27796,926.53,0.74
bird,27796,926.53,0.72
bird,27797,926.57,0.84
bird,27797,926.57,0.66
bird,27797,926.57,0.66
bird,27797,926.57,0.54
bird,27798,926.60,0.88
bird,27798,926.60,0.74
bird,27798,926.60,0.74
bird,27798,926.60,0.68
bird,27799,926.63,0.89
bird,27799,926.63,0.74
bird,27799,926.63,0.69
bird,27799,926.63,0.60
bird,27800,926.67,0.89
bird,27800,926.67,0.76
bird,27800,926.67,0.76
bird,27800,926.67,0.73
bird,27801,926.70,0.89
bird,27801,926.70,0.79
bird,27801,926.70,0.78
bird,27801,926.70,0.74
bird,27802,926.73,0.89
bird,27802,926.73,0.80
bird,27802,926.73,0.79
bird,27802,926.73,0.77
bird,27803,926.77,0.89
bird,27803,926.77,0.82
bird,27803,926.77,0.65
bird,27803,926.77,0.57
bird,27804,926.80,0.89
bird,27804,926.80,0.80
bird,27804,926.80,0.74
bird,27804,926.80,0.74
bird,27805,926.83,0.87
bird,27805,926.83,0.74
bird,27805,926.83,0.71
bird,27805,926.83,0.54
bird,27806,926.87,0.88
bird,27806,926.87,0.72
bird,27806,926.87,0.70
bird,27806,926.87,0.58
bird,27807,926.90,0.88
bird,27807,926.90,0.69
bird,27807,926.90,0.64
bird,27807,926.90,0.50
bird,27808,926.93,0.88
bird,27808,926.93,0.74
bird,27808,926.93,0.73
bird,27808,926.93,0.65
bird,27809,926.97,0.87
bird,27809,926.97,0.74
bird,27809,926.97,0.67
bird,27809,926.97,0.57
bird,27810,927.00,0.88
bird,27810,927.00,0.70
bird,27810,927.00,0.49
bird,27810,927.00,0.34
bird,27810,927.00,0.34
bird,27811,927.03,0.85
bird,27811,927.03,0.75
bird,27811,927.03,0.63
bird,27811,927.03,0.31
bird,27812,927.07,0.86
bird,27812,927.07,0.75
bird,27812,927.07,0.70
bird,27812,927.07,0.35
bird,27813,927.10,0.82
bird,27813,927.10,0.72
bird,27813,927.10,0.64
bird,27813,927.10,0.31
bird,27813,927.10,0.27
bird,27814,927.13,0.82
bird,27814,927.13,0.80
bird,27814,927.13,0.72
bird,27814,927.13,0.41
bird,27814,927.13,0.32
bird,27815,927.17,0.83
bird,27815,927.17,0.80
bird,27815,927.17,0.78
bird,27815,927.17,0.60
bird,27816,927.20,0.87
bird,27816,927.20,0.81
bird,27816,927.20,0.72
bird,27816,927.20,0.64
bird,27817,927.23,0.85
bird,27817,927.23,0.83
bird,27817,927.23,0.77
bird,27817,927.23,0.75
bird,27818,927.27,0.85
bird,27818,927.27,0.78
bird,27818,927.27,0.66
bird,27818,927.27,0.65
bird,27818,927.27,0.37
bird,27819,927.30,0.85
bird,27819,927.30,0.80
bird,27819,927.30,0.75
bird,27819,927.30,0.69
bird,27819,927.30,0.62
bird,27820,927.33,0.89
bird,27820,927.33,0.79
bird,27820,927.33,0.76
bird,27820,927.33,0.71
bird,27820,927.33,0.67
bird,27821,927.37,0.88
bird,27821,927.37,0.78
bird,27821,927.37,0.78
bird,27821,927.37,0.75
bird,27821,927.37,0.71
bird,27822,927.40,0.87
bird,27822,927.40,0.79
bird,27822,927.40,0.78
bird,27822,927.40,0.76
bird,27822,927.40,0.71
bird,27823,927.43,0.86
bird,27823,927.43,0.75
bird,27823,927.43,0.71
bird,27823,927.43,0.65
bird,27823,927.43,0.44
bird,27824,927.47,0.87
bird,27824,927.47,0.78
bird,27824,927.47,0.74
bird,27824,927.47,0.56
bird,27824,927.47,0.41
