Label,Frame Index,Time Stamp,Confidence
horse,18193,606.43,0.27
horse,18194,606.47,0.90
horse,18194,606.47,0.88
horse,18194,606.47,0.74
horse,18194,606.47,0.67
horse,18194,606.47,0.29
horse,18195,606.50,0.91
horse,18195,606.50,0.88
horse,18195,606.50,0.73
horse,18195,606.50,0.66
horse,18195,606.50,0.29
horse,18196,606.53,0.91
horse,18196,606.53,0.87
horse,18196,606.53,0.71
horse,18196,606.53,0.65
horse,18196,606.53,0.28
horse,18197,606.57,0.90
horse,18197,606.57,0.88
horse,18197,606.57,0.71
horse,18197,606.57,0.64
horse,18197,606.57,0.28
horse,18198,606.60,0.91
horse,18198,606.60,0.88
horse,18198,606.60,0.73
horse,18198,606.60,0.66
horse,18198,606.60,0.29
horse,18199,606.63,0.89
horse,18199,606.63,0.89
horse,18199,606.63,0.73
horse,18199,606.63,0.67
horse,18199,606.63,0.29
horse,18200,606.67,0.88
horse,18200,606.67,0.88
horse,18200,606.67,0.74
horse,18200,606.67,0.67
horse,18200,606.67,0.30
horse,18201,606.70,0.89
horse,18201,606.70,0.88
horse,18201,606.70,0.74
horse,18201,606.70,0.65
horse,18201,606.70,0.28
horse,18202,606.73,0.89
horse,18202,606.73,0.88
horse,18202,606.73,0.73
horse,18202,606.73,0.62
horse,18202,606.73,0.27
horse,18203,606.77,0.88
horse,18203,606.77,0.86
horse,18203,606.77,0.71
horse,18203,606.77,0.61
horse,18203,606.77,0.33
horse,18203,606.77,0.25
horse,18204,606.80,0.87
horse,18204,606.80,0.85
horse,18204,606.80,0.62
horse,18204,606.80,0.60
horse,18204,606.80,0.29
horse,18205,606.83,0.87
horse,18205,606.83,0.87
horse,18205,606.83,0.58
horse,18205,606.83,0.58
horse,18205,606.83,0.33
horse,18206,606.87,0.87
horse,18206,606.87,0.87
horse,18206,606.87,0.67
horse,18206,606.87,0.62
horse,18206,606.87,0.31
horse,18207,606.90,0.89
horse,18207,606.90,0.87
horse,18207,606.90,0.68
horse,18207,606.90,0.56
horse,18207,606.90,0.33
horse,18208,606.93,0.88
horse,18208,606.93,0.86
horse,18208,606.93,0.64
horse,18208,606.93,0.52
horse,18208,606.93,0.36
horse,18209,606.97,0.88
horse,18209,606.97,0.86
horse,18209,606.97,0.68
horse,18209,606.97,0.52
horse,18209,606.97,0.38
horse,18210,607.00,0.88
horse,18210,607.00,0.87
horse,18210,607.00,0.65
horse,18210,607.00,0.52
horse,18210,607.00,0.36
horse,18211,607.03,0.88
horse,18211,607.03,0.85
horse,18211,607.03,0.66
horse,18211,607.03,0.53
horse,18211,607.03,0.36
horse,18212,607.07,0.89
horse,18212,607.07,0.88
horse,18212,607.07,0.70
horse,18212,607.07,0.56
horse,18212,607.07,0.35
horse,18213,607.10,0.90
horse,18213,607.10,0.88
horse,18213,607.10,0.66
horse,18213,607.10,0.57
horse,18213,607.10,0.34
horse,18214,607.13,0.90
horse,18214,607.13,0.87
horse,18214,607.13,0.61
horse,18214,607.13,0.57
horse,18214,607.13,0.32
horse,18215,607.17,0.91
horse,18215,607.17,0.87
horse,18215,607.17,0.66
horse,18215,607.17,0.58
horse,18215,607.17,0.31
horse,18216,607.20,0.91
horse,18216,607.20,0.86
horse,18216,607.20,0.65
horse,18216,607.20,0.57
horse,18216,607.20,0.32
horse,18217,607.23,0.90
horse,18217,607.23,0.88
horse,18217,607.23,0.73
horse,18217,607.23,0.55
horse,18217,607.23,0.36
horse,18218,607.27,0.90
horse,18218,607.27,0.89
horse,18218,607.27,0.75
horse,18218,607.27,0.55
horse,18218,607.27,0.39
horse,18219,607.30,0.90
horse,18219,607.30,0.89
horse,18219,607.30,0.74
horse,18219,607.30,0.51
horse,18219,607.30,0.40
horse,18220,607.33,0.90
horse,18220,607.33,0.86
horse,18220,607.33,0.76
horse,18220,607.33,0.50
horse,18220,607.33,0.39
horse,18221,607.37,0.90
horse,18221,607.37,0.85
horse,18221,607.37,0.72
horse,18221,607.37,0.49
horse,18221,607.37,0.38
horse,18222,607.40,0.90
horse,18222,607.40,0.85
horse,18222,607.40,0.72
horse,18222,607.40,0.46
horse,18222,607.40,0.40
horse,18223,607.43,0.90
horse,18223,607.43,0.84
horse,18223,607.43,0.71
horse,18223,607.43,0.45
horse,18223,607.43,0.40
horse,18224,607.47,0.88
horse,18224,607.47,0.86
horse,18224,607.47,0.71
horse,18224,607.47,0.53
horse,18224,607.47,0.36
horse,18224,607.47,0.35
horse,18224,607.47,0.27
horse,18225,607.50,0.90
horse,18225,607.50,0.85
horse,18225,607.50,0.75
horse,18225,607.50,0.51
horse,18225,607.50,0.48
horse,18226,607.53,0.90
horse,18226,607.53,0.84
horse,18226,607.53,0.72
horse,18226,607.53,0.54
horse,18226,607.53,0.43
horse,18227,607.57,0.89
horse,18227,607.57,0.81
horse,18227,607.57,0.71
horse,18227,607.57,0.58
horse,18227,607.57,0.45
horse,18227,607.57,0.31
horse,18228,607.60,0.88
horse,18228,607.60,0.88
horse,18228,607.60,0.75
horse,18228,607.60,0.49
horse,18228,607.60,0.46
horse,18228,607.60,0.27
horse,18229,607.63,0.89
horse,18229,607.63,0.88
horse,18229,607.63,0.75
horse,18229,607.63,0.48
horse,18229,607.63,0.45
horse,18230,607.67,0.89
horse,18230,607.67,0.89
horse,18230,607.67,0.75
horse,18230,607.67,0.52
horse,18230,607.67,0.41
horse,18230,607.67,0.25
horse,18231,607.70,0.91
horse,18231,607.70,0.89
horse,18231,607.70,0.76
horse,18231,607.70,0.52
horse,18231,607.70,0.40
horse,18231,607.70,0.26
horse,18232,607.73,0.91
horse,18232,607.73,0.89
horse,18232,607.73,0.78
horse,18232,607.73,0.52
horse,18232,607.73,0.39
horse,18232,607.73,0.25
horse,18233,607.77,0.91
horse,18233,607.77,0.89
horse,18233,607.77,0.78
horse,18233,607.77,0.54
horse,18233,607.77,0.38
horse,18233,607.77,0.26
horse,18234,607.80,0.91
horse,18234,607.80,0.89
horse,18234,607.80,0.78
horse,18234,607.80,0.53
horse,18234,607.80,0.37
horse,18235,607.83,0.91
horse,18235,607.83,0.89
horse,18235,607.83,0.77
horse,18235,607.83,0.54
horse,18235,607.83,0.36
horse,18236,607.87,0.90
horse,18236,607.87,0.90
horse,18236,607.87,0.79
horse,18236,607.87,0.53
horse,18236,607.87,0.37
horse,18236,607.87,0.26
horse,18237,607.90,0.91
horse,18237,607.90,0.89
horse,18237,607.90,0.79
horse,18237,607.90,0.54
horse,18237,607.90,0.37
horse,18237,607.90,0.26
horse,18238,607.93,0.92
horse,18238,607.93,0.89
horse,18238,607.93,0.78
horse,18238,607.93,0.51
horse,18238,607.93,0.37
horse,18238,607.93,0.27
horse,18239,607.97,0.91
horse,18239,607.97,0.89
horse,18239,607.97,0.78
horse,18239,607.97,0.53
horse,18239,607.97,0.37
horse,18239,607.97,0.28
horse,18240,608.00,0.89
horse,18240,608.00,0.88
horse,18240,608.00,0.78
horse,18240,608.00,0.52
horse,18240,608.00,0.40
horse,18240,608.00,0.27
horse,18241,608.03,0.89
horse,18241,608.03,0.87
horse,18241,608.03,0.79
horse,18241,608.03,0.54
horse,18241,608.03,0.38
horse,18241,608.03,0.28
horse,18242,608.07,0.91
horse,18242,608.07,0.90
horse,18242,608.07,0.79
horse,18242,608.07,0.55
horse,18242,608.07,0.38
horse,18242,608.07,0.28
horse,18243,608.10,0.90
horse,18243,608.10,0.90
horse,18243,608.10,0.77
horse,18243,608.10,0.55
horse,18243,608.10,0.36
horse,18243,608.10,0.27
horse,18244,608.13,0.90
horse,18244,608.13,0.87
horse,18244,608.13,0.76
horse,18244,608.13,0.53
horse,18244,608.13,0.37
horse,18245,608.17,0.90
horse,18245,608.17,0.79
horse,18245,608.17,0.75
horse,18245,608.17,0.51
horse,18245,608.17,0.38
horse,18245,608.17,0.25
horse,18246,608.20,0.89
horse,18246,608.20,0.79
horse,18246,608.20,0.75
horse,18246,608.20,0.51
horse,18246,608.20,0.40
horse,18246,608.20,0.25
horse,18247,608.23,0.89
horse,18247,608.23,0.82
horse,18247,608.23,0.77
horse,18247,608.23,0.51
horse,18247,608.23,0.39
horse,18247,608.23,0.25
horse,18248,608.27,0.87
horse,18248,608.27,0.87
horse,18248,608.27,0.77
horse,18248,608.27,0.49
horse,18248,608.27,0.39
horse,18249,608.30,0.87
horse,18249,608.30,0.86
horse,18249,608.30,0.73
horse,18249,608.30,0.46
horse,18249,608.30,0.42
horse,18250,608.33,0.87
horse,18250,608.33,0.87
horse,18250,608.33,0.77
horse,18250,608.33,0.48
horse,18250,608.33,0.40
horse,18251,608.37,0.86
horse,18251,608.37,0.86
horse,18251,608.37,0.76
horse,18251,608.37,0.51
horse,18251,608.37,0.35
horse,18252,608.40,0.89
horse,18252,608.40,0.86
horse,18252,608.40,0.77
horse,18252,608.40,0.55
horse,18252,608.40,0.31
horse,18253,608.43,0.88
horse,18253,608.43,0.88
horse,18253,608.43,0.75
horse,18253,608.43,0.51
horse,18253,608.43,0.35
horse,18254,608.47,0.91
horse,18254,608.47,0.88
horse,18254,608.47,0.72
horse,18254,608.47,0.51
horse,18254,608.47,0.36
horse,18255,608.50,0.92
horse,18255,608.50,0.88
horse,18255,608.50,0.73
horse,18255,608.50,0.51
horse,18255,608.50,0.37
horse,18256,608.53,0.92
horse,18256,608.53,0.90
horse,18256,608.53,0.76
horse,18256,608.53,0.54
horse,18256,608.53,0.34
horse,18256,608.53,0.28
horse,18257,608.57,0.91
horse,18257,608.57,0.89
horse,18257,608.57,0.74
horse,18257,608.57,0.54
horse,18257,608.57,0.36
horse,18257,608.57,0.28
horse,18258,608.60,0.91
horse,18258,608.60,0.90
horse,18258,608.60,0.76
horse,18258,608.60,0.54
horse,18258,608.60,0.34
horse,18258,608.60,0.27
horse,18259,608.63,0.91
horse,18259,608.63,0.90
horse,18259,608.63,0.78
horse,18259,608.63,0.57
horse,18259,608.63,0.33
horse,18259,608.63,0.27
horse,18260,608.67,0.91
horse,18260,608.67,0.89
horse,18260,608.67,0.76
horse,18260,608.67,0.58
horse,18260,608.67,0.32
horse,18261,608.70,0.91
horse,18261,608.70,0.89
horse,18261,608.70,0.75
horse,18261,608.70,0.53
horse,18261,608.70,0.34
horse,18261,608.70,0.25
horse,18262,608.73,0.91
horse,18262,608.73,0.89
horse,18262,608.73,0.74
horse,18262,608.73,0.53
horse,18262,608.73,0.34
horse,18263,608.77,0.89
horse,18263,608.77,0.88
horse,18263,608.77,0.75
horse,18263,608.77,0.48
horse,18263,608.77,0.39
horse,18264,608.80,0.87
horse,18264,608.80,0.87
horse,18264,608.80,0.76
horse,18264,608.80,0.48
horse,18264,608.80,0.43
horse,18264,608.80,0.25
horse,18265,608.83,0.89
horse,18265,608.83,0.87
horse,18265,608.83,0.78
horse,18265,608.83,0.50
horse,18265,608.83,0.42
horse,18265,608.83,0.28
horse,18266,608.87,0.91
horse,18266,608.87,0.88
horse,18266,608.87,0.76
horse,18266,608.87,0.47
horse,18266,608.87,0.45
horse,18266,608.87,0.29
horse,18267,608.90,0.89
horse,18267,608.90,0.88
horse,18267,608.90,0.77
horse,18267,608.90,0.49
horse,18267,608.90,0.40
horse,18267,608.90,0.30
horse,18268,608.93,0.89
horse,18268,608.93,0.87
horse,18268,608.93,0.78
horse,18268,608.93,0.51
horse,18268,608.93,0.37
horse,18268,608.93,0.29
horse,18269,608.97,0.90
horse,18269,608.97,0.89
horse,18269,608.97,0.77
horse,18269,608.97,0.51
horse,18269,608.97,0.36
horse,18269,608.97,0.29
horse,18270,609.00,0.90
horse,18270,609.00,0.87
horse,18270,609.00,0.77
horse,18270,609.00,0.50
horse,18270,609.00,0.36
horse,18270,609.00,0.28
horse,18271,609.03,0.90
horse,18271,609.03,0.90
horse,18271,609.03,0.77
horse,18271,609.03,0.50
horse,18271,609.03,0.38
horse,18271,609.03,0.29
horse,18272,609.07,0.89
horse,18272,609.07,0.89
horse,18272,609.07,0.75
horse,18272,609.07,0.50
horse,18272,609.07,0.40
horse,18272,609.07,0.28
horse,18273,609.10,0.90
horse,18273,609.10,0.89
horse,18273,609.10,0.74
horse,18273,609.10,0.50
horse,18273,609.10,0.41
horse,18273,609.10,0.28
horse,18274,609.13,0.89
horse,18274,609.13,0.88
horse,18274,609.13,0.73
horse,18274,609.13,0.52
horse,18274,609.13,0.39
horse,18274,609.13,0.31
horse,18275,609.17,0.90
horse,18275,609.17,0.89
horse,18275,609.17,0.73
horse,18275,609.17,0.53
horse,18275,609.17,0.40
horse,18275,609.17,0.32
horse,18276,609.20,0.91
horse,18276,609.20,0.89
horse,18276,609.20,0.73
horse,18276,609.20,0.51
horse,18276,609.20,0.41
horse,18276,609.20,0.31
horse,18277,609.23,0.89
horse,18277,609.23,0.88
horse,18277,609.23,0.76
horse,18277,609.23,0.51
horse,18277,609.23,0.38
horse,18277,609.23,0.33
horse,18278,609.27,0.89
horse,18278,609.27,0.87
horse,18278,609.27,0.78
horse,18278,609.27,0.51
horse,18278,609.27,0.36
horse,18278,609.27,0.32
horse,18279,609.30,0.89
horse,18279,609.30,0.89
horse,18279,609.30,0.77
horse,18279,609.30,0.53
horse,18279,609.30,0.36
horse,18279,609.30,0.31
horse,18280,609.33,0.90
horse,18280,609.33,0.90
horse,18280,609.33,0.76
horse,18280,609.33,0.53
horse,18280,609.33,0.38
horse,18280,609.33,0.29
horse,18281,609.37,0.91
horse,18281,609.37,0.90
horse,18281,609.37,0.77
horse,18281,609.37,0.53
horse,18281,609.37,0.39
horse,18281,609.37,0.30
horse,18282,609.40,0.92
horse,18282,609.40,0.90
horse,18282,609.40,0.76
horse,18282,609.40,0.55
horse,18282,609.40,0.37
horse,18282,609.40,0.28
horse,18283,609.43,0.92
horse,18283,609.43,0.90
horse,18283,609.43,0.76
horse,18283,609.43,0.57
horse,18283,609.43,0.36
horse,18283,609.43,0.30
horse,18284,609.47,0.92
horse,18284,609.47,0.90
horse,18284,609.47,0.76
horse,18284,609.47,0.58
horse,18284,609.47,0.34
horse,18284,609.47,0.29
horse,18285,609.50,0.92
horse,18285,609.50,0.90
horse,18285,609.50,0.76
horse,18285,609.50,0.57
horse,18285,609.50,0.33
horse,18285,609.50,0.30
horse,18286,609.53,0.92
horse,18286,609.53,0.89
horse,18286,609.53,0.73
horse,18286,609.53,0.57
horse,18286,609.53,0.35
horse,18286,609.53,0.27
horse,18287,609.57,0.92
horse,18287,609.57,0.89
horse,18287,609.57,0.71
horse,18287,609.57,0.55
horse,18287,609.57,0.39
horse,18287,609.57,0.28
horse,18288,609.60,0.92
horse,18288,609.60,0.87
horse,18288,609.60,0.65
horse,18288,609.60,0.53
horse,18288,609.60,0.40
horse,18288,609.60,0.27
horse,18289,609.63,0.92
horse,18289,609.63,0.88
horse,18289,609.63,0.70
horse,18289,609.63,0.53
horse,18289,609.63,0.41
horse,18289,609.63,0.27
horse,18290,609.67,0.92
horse,18290,609.67,0.89
horse,18290,609.67,0.68
horse,18290,609.67,0.54
horse,18290,609.67,0.37
horse,18290,609.67,0.26
horse,18291,609.70,0.91
horse,18291,609.70,0.89
horse,18291,609.70,0.72
horse,18291,609.70,0.51
horse,18291,609.70,0.37
horse,18292,609.73,0.90
horse,18292,609.73,0.89
horse,18292,609.73,0.71
horse,18292,609.73,0.53
horse,18292,609.73,0.34
horse,18293,609.77,0.90
horse,18293,609.77,0.90
horse,18293,609.77,0.70
horse,18293,609.77,0.52
horse,18293,609.77,0.35
horse,18294,609.80,0.89
horse,18294,609.80,0.89
horse,18294,609.80,0.64
horse,18294,609.80,0.52
horse,18294,609.80,0.39
horse,18294,609.80,0.25
horse,18295,609.83,0.88
horse,18295,609.83,0.87
horse,18295,609.83,0.65
horse,18295,609.83,0.52
horse,18295,609.83,0.39
horse,18296,609.87,0.90
horse,18296,609.87,0.88
horse,18296,609.87,0.63
horse,18296,609.87,0.52
horse,18296,609.87,0.39
horse,18297,609.90,0.90
horse,18298,609.93,0.90
horse,18299,609.97,0.90
horse,18300,610.00,0.90
horse,18301,610.03,0.91
horse,18302,610.07,0.91
horse,18303,610.10,0.91
horse,18304,610.13,0.91
horse,18305,610.17,0.91
horse,18306,610.20,0.91
horse,18307,610.23,0.91
horse,18308,610.27,0.91
horse,18309,610.30,0.91
horse,18310,610.33,0.92
horse,18311,610.37,0.91
horse,18312,610.40,0.91
horse,18313,610.43,0.92
horse,18314,610.47,0.91
horse,18315,610.50,0.91
horse,18316,610.53,0.91
horse,18317,610.57,0.91
horse,18318,610.60,0.91
horse,18319,610.63,0.91
horse,18320,610.67,0.91
horse,18321,610.70,0.91
horse,18322,610.73,0.91
horse,18323,610.77,0.91
horse,18324,610.80,0.91
horse,18325,610.83,0.92
horse,18326,610.87,0.91
horse,18327,610.90,0.91
horse,18328,610.93,0.92
horse,18329,610.97,0.92
horse,18330,611.00,0.92
horse,18331,611.03,0.92
horse,18332,611.07,0.91
horse,18333,611.10,0.91
horse,18334,611.13,0.91
horse,18335,611.17,0.91
horse,18336,611.20,0.91
horse,18337,611.23,0.91
horse,18338,611.27,0.92
horse,18339,611.30,0.92
horse,18340,611.33,0.92
horse,18341,611.37,0.92
horse,18342,611.40,0.92
horse,18343,611.43,0.92
horse,18344,611.47,0.91
horse,18345,611.50,0.92
horse,18346,611.53,0.92
horse,18347,611.57,0.93
horse,18348,611.60,0.93
horse,18349,611.63,0.93
horse,18350,611.67,0.93
horse,18351,611.70,0.93
horse,18352,611.73,0.93
horse,18353,611.77,0.93
horse,18354,611.80,0.92
horse,18355,611.83,0.92
horse,18356,611.87,0.92
horse,18357,611.90,0.92
horse,18358,611.93,0.92
horse,18359,611.97,0.92
horse,18360,612.00,0.92
horse,18361,612.03,0.92
horse,18362,612.07,0.93
horse,18363,612.10,0.92
horse,18364,612.13,0.92
horse,18365,612.17,0.92
horse,18366,612.20,0.92
horse,18367,612.23,0.92
horse,18368,612.27,0.92
horse,18369,612.30,0.92
horse,18370,612.33,0.92
horse,18371,612.37,0.92
horse,18372,612.40,0.92
horse,18373,612.43,0.93
horse,18374,612.47,0.93
horse,18375,612.50,0.92
horse,18376,612.53,0.93
horse,18377,612.57,0.92
horse,18378,612.60,0.92
horse,18379,612.63,0.91
horse,18380,612.67,0.93
horse,18381,612.70,0.93
horse,18382,612.73,0.93
horse,18383,612.77,0.92
horse,18384,612.80,0.90
horse,18385,612.83,0.90
horse,18386,612.87,0.91
horse,18387,612.90,0.91
horse,18388,612.93,0.91
horse,18389,612.97,0.89
horse,18390,613.00,0.88
horse,18391,613.03,0.88
horse,18392,613.07,0.89
horse,18393,613.10,0.88
horse,18394,613.13,0.90
horse,18395,613.17,0.91
horse,18396,613.20,0.89
horse,18397,613.23,0.89
horse,18398,613.27,0.89
horse,18399,613.30,0.88
horse,18400,613.33,0.88
horse,18401,613.37,0.90
horse,18402,613.40,0.90
horse,18403,613.43,0.90
horse,18404,613.47,0.90
horse,18405,613.50,0.90
horse,18406,613.53,0.91
horse,18407,613.57,0.90
horse,18408,613.60,0.90
horse,18409,613.63,0.89
horse,18410,613.67,0.90
horse,18411,613.70,0.90
horse,18412,613.73,0.91
horse,18413,613.77,0.90
horse,18414,613.80,0.90
horse,18415,613.83,0.88
horse,18416,613.87,0.89
horse,18417,613.90,0.89
horse,18418,613.93,0.90
horse,18419,613.97,0.90
horse,18420,614.00,0.89
horse,18421,614.03,0.90
horse,18422,614.07,0.90
horse,18423,614.10,0.90
horse,18424,614.13,0.90
horse,18425,614.17,0.90
horse,18426,614.20,0.90
horse,18427,614.23,0.90
horse,18428,614.27,0.90
horse,18429,614.30,0.88
horse,18430,614.33,0.89
horse,18431,614.37,0.87
horse,18432,614.40,0.89
horse,18433,614.43,0.89
horse,18434,614.47,0.89
horse,18435,614.50,0.90
horse,18436,614.53,0.91
horse,18437,614.57,0.90
horse,18438,614.60,0.90
horse,18439,614.63,0.89
horse,18440,614.67,0.89
horse,18441,614.70,0.89
horse,18442,614.73,0.89
horse,18443,614.77,0.90
horse,18444,614.80,0.90
horse,18445,614.83,0.91
horse,18446,614.87,0.90
horse,18447,614.90,0.90
horse,18448,614.93,0.91
horse,18449,614.97,0.91
horse,18450,615.00,0.91
horse,18451,615.03,0.90
horse,18452,615.07,0.91
horse,18453,615.10,0.91
horse,18454,615.13,0.91
horse,18455,615.17,0.91
horse,18456,615.20,0.91
horse,18457,615.23,0.91
horse,18458,615.27,0.91
horse,18459,615.30,0.91
horse,18460,615.33,0.91
horse,18461,615.37,0.90
horse,18462,615.40,0.90
horse,18463,615.43,0.90
horse,18464,615.47,0.90
horse,18465,615.50,0.90
horse,18466,615.53,0.90
horse,18467,615.57,0.89
horse,18468,615.60,0.88
horse,18469,615.63,0.88
horse,18470,615.67,0.90
horse,18471,615.70,0.88
horse,18472,615.73,0.89
horse,18473,615.77,0.88
horse,18474,615.80,0.87
horse,18475,615.83,0.88
horse,18476,615.87,0.89
horse,18477,615.90,0.89
horse,18478,615.93,0.90
horse,18479,615.97,0.90
horse,18480,616.00,0.90
horse,18481,616.03,0.89
horse,18482,616.07,0.89
horse,18483,616.10,0.91
horse,18484,616.13,0.92
horse,18485,616.17,0.91
horse,18486,616.20,0.90
horse,18487,616.23,0.89
horse,18488,616.27,0.91
horse,18489,616.30,0.90
horse,18490,616.33,0.90
horse,18491,616.37,0.90
horse,18492,616.40,0.90
horse,18493,616.43,0.89
horse,18494,616.47,0.90
horse,18495,616.50,0.90
horse,18496,616.53,0.90
horse,18497,616.57,0.90
horse,18498,616.60,0.87
horse,18499,616.63,0.85
horse,18500,616.67,0.86
horse,18501,616.70,0.85
horse,18502,616.73,0.87
horse,18739,624.63,0.49
horse,18739,624.63,0.41
horse,18739,624.63,0.40
horse,18739,624.63,0.37
horse,18740,624.67,0.52
horse,18740,624.67,0.50
horse,18740,624.67,0.48
horse,18740,624.67,0.36
horse,18741,624.70,0.60
horse,18741,624.70,0.50
horse,18741,624.70,0.50
horse,18741,624.70,0.47
horse,18742,624.73,0.72
horse,18742,624.73,0.56
horse,18742,624.73,0.51
horse,18742,624.73,0.42
horse,18743,624.77,0.76
horse,18743,624.77,0.56
horse,18743,624.77,0.53
horse,18743,624.77,0.26
horse,18744,624.80,0.78
horse,18744,624.80,0.55
horse,18744,624.80,0.50
horse,18745,624.83,0.68
horse,18745,624.83,0.51
horse,18745,624.83,0.51
horse,18746,624.87,0.66
horse,18746,624.87,0.56
horse,18746,624.87,0.52
horse,18746,624.87,0.32
horse,18747,624.90,0.70
horse,18747,624.90,0.53
horse,18747,624.90,0.52
horse,18747,624.90,0.32
horse,18748,624.93,0.69
horse,18748,624.93,0.60
horse,18749,624.97,0.64
horse,18749,624.97,0.56
horse,18749,624.97,0.32
horse,18750,625.00,0.71
horse,18750,625.00,0.59
horse,18751,625.03,0.72
horse,18751,625.03,0.53
horse,18752,625.07,0.70
horse,18752,625.07,0.56
horse,18753,625.10,0.69
horse,18753,625.10,0.58
horse,18754,625.13,0.65
horse,18754,625.13,0.56
horse,18755,625.17,0.61
horse,18755,625.17,0.49
horse,18756,625.20,0.62
horse,18756,625.20,0.51
horse,18757,625.23,0.60
horse,18757,625.23,0.48
horse,18758,625.27,0.65
horse,18758,625.27,0.54
horse,18759,625.30,0.65
horse,18759,625.30,0.51
horse,18760,625.33,0.68
horse,18760,625.33,0.51
horse,18761,625.37,0.68
horse,18761,625.37,0.55
horse,18762,625.40,0.70
horse,18762,625.40,0.58
horse,18763,625.43,0.72
horse,18763,625.43,0.58
horse,18764,625.47,0.62
horse,18764,625.47,0.49
horse,18765,625.50,0.64
horse,18765,625.50,0.49
horse,18766,625.53,0.56
horse,18766,625.53,0.40
horse,18767,625.57,0.49
horse,18767,625.57,0.38
horse,18768,625.60,0.41
horse,18768,625.60,0.35
horse,18769,625.63,0.42
horse,18769,625.63,0.35
horse,18770,625.67,0.33
horse,18770,625.67,0.26
horse,18771,625.70,0.35
horse,18771,625.70,0.32
horse,18772,625.73,0.29
horse,18772,625.73,0.28
horse,18773,625.77,0.40
horse,18773,625.77,0.35
horse,18774,625.80,0.45
horse,18774,625.80,0.39
horse,18775,625.83,0.37
horse,18775,625.83,0.33
horse,18776,625.87,0.45
horse,18776,625.87,0.29
horse,18777,625.90,0.46
horse,18777,625.90,0.26
horse,18778,625.93,0.48
horse,18778,625.93,0.30
horse,18779,625.97,0.51
horse,18779,625.97,0.36
horse,18780,626.00,0.48
horse,18780,626.00,0.32
horse,18781,626.03,0.51
horse,18781,626.03,0.37
horse,18782,626.07,0.49
horse,18782,626.07,0.35
horse,18783,626.10,0.51
horse,18783,626.10,0.39
horse,18784,626.13,0.43
horse,18784,626.13,0.31
horse,18785,626.17,0.46
horse,18785,626.17,0.27
horse,18786,626.20,0.44
horse,18786,626.20,0.28
horse,18787,626.23,0.41
horse,18787,626.23,0.26
horse,18788,626.27,0.42
horse,18789,626.30,0.45
horse,18789,626.30,0.26
horse,18790,626.33,0.49
horse,18790,626.33,0.32
horse,18791,626.37,0.53
horse,18791,626.37,0.34
horse,18792,626.40,0.54
horse,18792,626.40,0.36
horse,18793,626.43,0.53
horse,18793,626.43,0.37
horse,18794,626.47,0.50
horse,18794,626.47,0.30
horse,18795,626.50,0.56
horse,18795,626.50,0.45
horse,18795,626.50,0.26
horse,18796,626.53,0.63
horse,18796,626.53,0.49
horse,18796,626.53,0.26
horse,18797,626.57,0.57
horse,18797,626.57,0.43
horse,18798,626.60,0.41
horse,18799,626.63,0.41
horse,18800,626.67,0.35
horse,18801,626.70,0.36
horse,18802,626.73,0.29
horse,18803,626.77,0.30
horse,18803,626.77,0.26
horse,18804,626.80,0.31
horse,18805,626.83,0.29
horse,18805,626.83,0.27
horse,18806,626.87,0.33
horse,18806,626.87,0.31
horse,18807,626.90,0.37
horse,18807,626.90,0.33
horse,18808,626.93,0.44
horse,18808,626.93,0.34
horse,18809,626.97,0.38
horse,18809,626.97,0.34
horse,18810,627.00,0.45
horse,18810,627.00,0.33
horse,18810,627.00,0.31
horse,18811,627.03,0.62
horse,18811,627.03,0.36
horse,18811,627.03,0.35
horse,18812,627.07,0.64
horse,18812,627.07,0.47
horse,18812,627.07,0.37
horse,18813,627.10,0.57
horse,18813,627.10,0.38
horse,18814,627.13,0.51
horse,18814,627.13,0.35
horse,18815,627.17,0.47
horse,18815,627.17,0.36
horse,18815,627.17,0.32
horse,18816,627.20,0.45
horse,18816,627.20,0.33
horse,18817,627.23,0.43
horse,18817,627.23,0.30
horse,18817,627.23,0.27
horse,18818,627.27,0.41
horse,18818,627.27,0.34
horse,18818,627.27,0.29
horse,18819,627.30,0.41
horse,18819,627.30,0.36
horse,18819,627.30,0.29
horse,18820,627.33,0.43
horse,18820,627.33,0.37
horse,18820,627.33,0.34
horse,18821,627.37,0.57
horse,18821,627.37,0.41
horse,18821,627.37,0.33
horse,18822,627.40,0.54
horse,18822,627.40,0.39
horse,18822,627.40,0.34
horse,18823,627.43,0.54
horse,18823,627.43,0.36
horse,18823,627.43,0.32
horse,18824,627.47,0.64
horse,18824,627.47,0.40
horse,18824,627.47,0.35
horse,18824,627.47,0.31
horse,18825,627.50,0.53
horse,18825,627.50,0.43
horse,18825,627.50,0.30
horse,18826,627.53,0.46
horse,18826,627.53,0.39
horse,18826,627.53,0.31
horse,18827,627.57,0.49
horse,18827,627.57,0.36
horse,18827,627.57,0.36
horse,18828,627.60,0.52
horse,18828,627.60,0.36
horse,18828,627.60,0.34
horse,18829,627.63,0.56
horse,18829,627.63,0.55
horse,18829,627.63,0.32
horse,18830,627.67,0.44
horse,18830,627.67,0.34
horse,18830,627.67,0.27
horse,18831,627.70,0.28
horse,18833,627.77,0.33
horse,18833,627.77,0.29
horse,18834,627.80,0.33
horse,18834,627.80,0.30
horse,18835,627.83,0.37
horse,18835,627.83,0.30
horse,18836,627.87,0.41
